date,strategy,obj_total,dr_term,smooth_term,l2_term,band_penalty,dr,db
2023-01-31,CTB_ONLY,1.2587829028924792e-06,0.005939672471969519,0.001781533966922487,1.2587471151502279e-06,0.0,0.005939672471969519,3.578774225124218e-11
2023-01-31,RB_CTB_BAND,5.525580515849308e-06,1.9447230226259142e-06,2.3981971042577215e-06,1.182660388965672e-06,0.0,1.9447230226259142e-06,0.011360645564201001
2023-02-28,ERC,1.1880667787723154e-06,4.604454214145173e-13,6.81045689891179e-06,1.188066318326894e-06,0.0,4.604454214145173e-13,0.01170641234875947
2023-02-28,CTB_ONLY,1.253824953940872e-06,0.0067137556508016375,0.00035919413757541825,1.253790116331296e-06,0.0,0.0067137556508016375,3.483760957597049e-11
2023-02-28,RB_CTB_BAND,6.527134856350275e-06,1.9042767622695086e-06,3.4370437468675756e-06,1.185814347213191e-06,0.0,1.9042767622695086e-06,0.012185566413718497
2023-03-31,ERC,1.1880744403928172e-06,4.566747062800532e-13,1.298184749917842e-05,1.1880739837181108e-06,0.0,4.566747062800532e-13,0.011332709998453634
2023-03-31,CTB_ONLY,9.999328425412387e-06,0.006949745173574261,0.00013634981401218992,1.2540170828706835e-06,0.0,0.006949745173574261,8.745311342541704e-06
2023-03-31,RB_CTB_BAND,6.228986245997453e-06,2.5753131734989676e-06,2.4668512752904578e-06,1.1868217972080285e-06,0.0,2.5753131734989676e-06,0.011230912789647088
2023-04-28,ERC,1.1937768814863833e-06,4.563355250158587e-13,1.673458883371654e-05,1.1937764251508583e-06,0.0,4.563355250158587e-13,0.01116188965204518
2023-04-28,CTB_ONLY,9.629010043881493e-06,0.006656336006507969,0.00012195198096069105,1.2620383440796888e-06,0.0,0.006656336006507969,8.366971699801804e-06
2023-04-28,RB_CTB_BAND,9.81444961434685e-06,4.289488579296722e-06,4.334834747207939e-06,1.1901262878421892e-06,0.0,4.289488579296722e-06,0.011420841809934128
