date,strategy,asset,ctr
2019-05-31,RB_CTB_BAND,EEM,0.10041794094058261
2019-05-31,RB_CTB_BAND,IEF,0.09983350124246004
2019-05-31,RB_CTB_BAND,TLT,0.10048030629622885
2019-05-31,RB_CTB_BAND,TIP,0.10128936560539319
2019-05-31,RB_CTB_BAND,LQD,0.09787481468509361
2019-05-31,RB_CTB_BAND,VNQ,0.09996725921219358
2019-05-31,RB_CTB_BAND,GLD,0.09983311449798081
2019-05-31,RB_CTB_BAND,DBC,0.09961818613708497
2019-06-28,ERC,SPY,0.09999995591879601
2019-06-28,ERC,VEA,0.09999995834273154
2019-06-28,ERC,EEM,0.09999964868145017
2019-06-28,ERC,IEF,0.09999992982189532
2019-06-28,ERC,TLT,0.10000010522492318
2019-06-28,ERC,TIP,0.09999985080170531
2019-06-28,ERC,LQD,0.10000040700832327
2019-06-28,ERC,VNQ,0.10000011733728453
2019-06-28,ERC,GLD,0.10000017332608058
2019-06-28,ERC,DBC,0.09999985353681018
2019-06-28,CTB_ONLY,SPY,0.06307082690492963
2019-06-28,CTB_ONLY,VEA,0.07708766750695242
2019-06-28,CTB_ONLY,EEM,0.09529487164607872
2019-06-28,CTB_ONLY,IEF,0.0963976311615001
2019-06-28,CTB_ONLY,TLT,0.10391749630316811
2019-06-28,CTB_ONLY,TIP,0.12243917853168522
2019-06-28,CTB_ONLY,LQD,0.11260701123722675
2019-06-28,CTB_ONLY,VNQ,0.10530579912349015
2019-06-28,CTB_ONLY,GLD,0.12821479061583976
2019-06-28,CTB_ONLY,DBC,0.09566472696912924
2019-06-28,RB_CTB_BAND,SPY,0.10134432462722093
2019-06-28,RB_CTB_BAND,VEA,0.10090613459761517
2019-06-28,RB_CTB_BAND,EEM,0.1001757777303085
2019-06-28,RB_CTB_BAND,IEF,0.09833288314399512
2019-06-28,RB_CTB_BAND,TLT,0.0995060624346039
2019-06-28,RB_CTB_BAND,TIP,0.10015982239460325
2019-06-28,RB_CTB_BAND,LQD,0.09789311161777876
2019-06-28,RB_CTB_BAND,VNQ,0.10066169359569976
2019-06-28,RB_CTB_BAND,GLD,0.10011194456132196
2019-06-28,RB_CTB_BAND,DBC,0.10090824529685267
2019-07-31,ERC,SPY,0.09999994439405906
2019-07-31,ERC,VEA,0.09999995549680571
2019-07-31,ERC,EEM,0.09999962597406001
2019-07-31,ERC,IEF,0.09999996815689105
2019-07-31,ERC,TLT,0.10000008481635395
2019-07-31,ERC,TIP,0.09999981106400907
2019-07-31,ERC,LQD,0.10000044300057077
2019-07-31,ERC,VNQ,0.10000012012744054
2019-07-31,ERC,GLD,0.10000018162941082
2019-07-31,ERC,DBC,0.09999986534039891
2019-07-31,CTB_ONLY,SPY,0.057528459466900196
2019-07-31,CTB_ONLY,VEA,0.08422316572432743
2019-07-31,CTB_ONLY,EEM,0.09759118294177302
2019-07-31,CTB_ONLY,IEF,0.08103770931333848
2019-07-31,CTB_ONLY,TLT,0.12096726743852046
2019-07-31,CTB_ONLY,TIP,0.12486208723032373
2019-07-31,CTB_ONLY,LQD,0.10751621087067438
2019-07-31,CTB_ONLY,VNQ,0.10048265662395828
2019-07-31,CTB_ONLY,GLD,0.12253639796742918
2019-07-31,CTB_ONLY,DBC,0.10325486242275486
2019-07-31,RB_CTB_BAND,SPY,0.10084567158725982
2019-07-31,RB_CTB_BAND,VEA,0.1002727822266237
2019-07-31,RB_CTB_BAND,EEM,0.10008528474801398
2019-07-31,RB_CTB_BAND,IEF,0.09949092482376122
2019-07-31,RB_CTB_BAND,TLT,0.09874934695337476
2019-07-31,RB_CTB_BAND,TIP,0.09827940241219538
2019-07-31,RB_CTB_BAND,LQD,0.1005695737935375
2019-07-31,RB_CTB_BAND,VNQ,0.10082249878006909
2019-07-31,RB_CTB_BAND,GLD,0.10133273744201524
2019-07-31,RB_CTB_BAND,DBC,0.09955177723314947
2019-08-30,ERC,SPY,0.09999994585078684
2019-08-30,ERC,VEA,0.0999999505194985
2019-08-30,ERC,EEM,0.09999964909697061
2019-08-30,ERC,IEF,0.09999993357961828
2019-08-30,ERC,TLT,0.10000009599670857
2019-08-30,ERC,TIP,0.09999983085711839
2019-08-30,ERC,LQD,0.10000044422163104
2019-08-30,ERC,VNQ,0.10000010515481203
2019-08-30,ERC,GLD,0.10000017906476887
2019-08-30,ERC,DBC,0.09999986565808676
2019-08-30,CTB_ONLY,SPY,0.07028667173812052
2019-08-30,CTB_ONLY,VEA,0.07608025993540105
2019-08-30,CTB_ONLY,EEM,0.09503989444186951
2019-08-30,CTB_ONLY,IEF,0.09455100151948016
2019-08-30,CTB_ONLY,TLT,0.11493632715487989
2019-08-30,CTB_ONLY,TIP,0.11909289366520402
2019-08-30,CTB_ONLY,LQD,0.10352685106778563
2019-08-30,CTB_ONLY,VNQ,0.09784289220279227
2019-08-30,CTB_ONLY,GLD,0.12730984297917297
2019-08-30,CTB_ONLY,DBC,0.10133336529529416
2019-08-30,RB_CTB_BAND,SPY,0.09980804608961241
2019-08-30,RB_CTB_BAND,VEA,0.10016292215207713
2019-08-30,RB_CTB_BAND,EEM,0.09951072634944394
2019-08-30,RB_CTB_BAND,IEF,0.09866283889237765
2019-08-30,RB_CTB_BAND,TLT,0.09957089690455057
2019-08-30,RB_CTB_BAND,TIP,0.09955611838218856
2019-08-30,RB_CTB_BAND,LQD,0.10113963511512866
2019-08-30,RB_CTB_BAND,VNQ,0.10157356549308195
2019-08-30,RB_CTB_BAND,GLD,0.09988548402894663
2019-08-30,RB_CTB_BAND,DBC,0.10012976659259243
2019-09-30,ERC,SPY,0.09999994648500352
2019-09-30,ERC,VEA,0.09999994353223968
2019-09-30,ERC,EEM,0.09999964540116416
2019-09-30,ERC,IEF,0.0999999423600025
2019-09-30,ERC,TLT,0.10000008571790074
2019-09-30,ERC,TIP,0.09999983905575435
2019-09-30,ERC,LQD,0.10000044156628408
2019-09-30,ERC,VNQ,0.10000011186440737
2019-09-30,ERC,GLD,0.10000018007566469
2019-09-30,ERC,DBC,0.09999986394157902
2019-09-30,CTB_ONLY,SPY,0.07228722576475442
2019-09-30,CTB_ONLY,VEA,0.07863997719359571
2019-09-30,CTB_ONLY,EEM,0.0851539374863069
2019-09-30,CTB_ONLY,IEF,0.09341234444734002
2019-09-30,CTB_ONLY,TLT,0.11501257812431491
2019-09-30,CTB_ONLY,TIP,0.11822967578149299
2019-09-30,CTB_ONLY,LQD,0.10615101196427686
2019-09-30,CTB_ONLY,VNQ,0.0977228130601443
2019-09-30,CTB_ONLY,GLD,0.12922745811754568
2019-09-30,CTB_ONLY,DBC,0.10416297806022813
2019-09-30,RB_CTB_BAND,SPY,0.0998275040814584
2019-09-30,RB_CTB_BAND,VEA,0.10018565957150136
2019-09-30,RB_CTB_BAND,EEM,0.10017987995507073
2019-09-30,RB_CTB_BAND,IEF,0.09954931899273495
2019-09-30,RB_CTB_BAND,TLT,0.09964807405315858
2019-09-30,RB_CTB_BAND,TIP,0.10017548019860538
2019-09-30,RB_CTB_BAND,LQD,0.10050218067062343
2019-09-30,RB_CTB_BAND,VNQ,0.10031240708627137
2019-09-30,RB_CTB_BAND,GLD,0.09970299804288499
2019-09-30,RB_CTB_BAND,DBC,0.09991649734769102
2019-10-31,ERC,SPY,0.09999995274631251
2019-10-31,ERC,VEA,0.0999999624995492
2019-10-31,ERC,EEM,0.09999964859851812
2019-10-31,ERC,IEF,0.0999999198671081
2019-10-31,ERC,TLT,0.10000008648020302
2019-10-31,ERC,TIP,0.0999998821353618
2019-10-31,ERC,LQD,0.10000041370560717
2019-10-31,ERC,VNQ,0.10000010526238134
2019-10-31,ERC,GLD,0.10000017654375534
2019-10-31,ERC,DBC,0.09999985216120333
